Date,Line(QZAR1M=)
09 November 2011,350
08 November 2011,361
07 November 2011,346
04 November 2011,344
03 November 2011,344
02 November 2011,369.5
01 November 2011,386
31 October 2011,357
28 October 2011,348
27 October 2011,345
26 October 2011,368
25 October 2011,378
24 October 2011,387
21 October 2011,370.5
20 October 2011,388
19 October 2011,370
18 October 2011,378
17 October 2011,392
14 October 2011,360.5
13 October 2011,362
12 October 2011,356.5
11 October 2011,372.5
10 October 2011,378.5
07 October 2011,393.5
06 October 2011,395
05 October 2011,363
04 October 2011,384.5
03 October 2011,407.5
30 September 2011,371.5
29 September 2011,361.5
28 September 2011,362.5
27 September 2011,375.5
26 September 2011,360.5
23 September 2011,356.5
22 September 2011,368.5
21 September 2011,370.5
20 September 2011,357.5
19 September 2011,329.5
16 September 2011,325.5
15 September 2011,319.5
14 September 2011,330.5
13 September 2011,338
12 September 2011,323.5
09 September 2011,312.5
08 September 2011,310.5
07 September 2011,329.5
06 September 2011,342.5
05 September 2011,312.57
02 September 2011,308.5
01 September 2011,308.5
31 August 2011,317.5
30 August 2011,332.5
29 August 2011,311.5
26 August 2011,337.08
25 August 2011,332.5
24 August 2011,335.5
23 August 2011,342.5
22 August 2011,354.5
19 August 2011,330
18 August 2011,335.5
17 August 2011,329.5
16 August 2011,339.5
15 August 2011,347.5
12 August 2011,335.5
11 August 2011,332.5
10 August 2011,331.5
09 August 2011,342.58
08 August 2011,332.53
05 August 2011,328.5
04 August 2011,312.5
03 August 2011,327
02 August 2011,326
01 August 2011,333.5
29 July 2011,305
28 July 2011,306
27 July 2011,324
26 July 2011,317
25 July 2011,330
22 July 2011,310.5
21 July 2011,309
20 July 2011,311
19 July 2011,325
18 July 2011,336
15 July 2011,310
14 July 2011,306
13 July 2011,305
12 July 2011,318
11 July 2011,324.5
08 July 2011,300
07 July 2011,298.31
06 July 2011,327
05 July 2011,301
04 July 2011,315.92
01 July 2011,299
30 June 2011,300
29 June 2011,312.5
28 June 2011,288.5
27 June 2011,295
24 June 2011,293
23 June 2011,294.5
22 June 2011,305
21 June 2011,314
20 June 2011,297.5
17 June 2011,297
16 June 2011,302
15 June 2011,299
14 June 2011,304
13 June 2011,297
10 June 2011,295.5
09 June 2011,294
08 June 2011,300.5
07 June 2011,307
06 June 2011,294.5
03 June 2011,293.5
02 June 2011,313.5
01 June 2011,319.5
31 May 2011,327
30 May 2011,306
27 May 2011,305
26 May 2011,303
25 May 2011,315
24 May 2011,322
23 May 2011,335
20 May 2011,310.5
19 May 2011,311
18 May 2011,311.5
17 May 2011,314
16 May 2011,324
13 May 2011,313
12 May 2011,320.5
11 May 2011,304
10 May 2011,302.5
09 May 2011,301.5
06 May 2011,285.5
05 May 2011,288
04 May 2011,284.5
03 May 2011,294
02 May 2011,300.5
29 April 2011,302
28 April 2011,284
27 April 2011,299
26 April 2011,302
25 April 2011,314.5
22 April 2011,314.5
21 April 2011,312
20 April 2011,292
19 April 2011,315
18 April 2011,293
15 April 2011,287
14 April 2011,299
13 April 2011,300.5
12 April 2011,306
11 April 2011,284
08 April 2011,282.5
07 April 2011,285
06 April 2011,294.5
05 April 2011,304
04 April 2011,284
01 April 2011,283.5
31 March 2011,289
30 March 2011,310
29 March 2011,286
28 March 2011,294.5
25 March 2011,303
24 March 2011,303
23 March 2011,316
22 March 2011,319
21 March 2011,339
18 March 2011,341
17 March 2011,360
16 March 2011,327
15 March 2011,330
14 March 2011,335
11 March 2011,318
10 March 2011,320
09 March 2011,316.5
08 March 2011,329
07 March 2011,337
04 March 2011,318
03 March 2011,316.5
02 March 2011,317
01 March 2011,330
28 February 2011,336
25 February 2011,324.5
24 February 2011,325.5
23 February 2011,295.5
22 February 2011,298
21 February 2011,297
18 February 2011,295.5
17 February 2011,297
16 February 2011,305
15 February 2011,306.5
14 February 2011,309
11 February 2011,307.5
10 February 2011,306
09 February 2011,302
08 February 2011,298.5
07 February 2011,302.5
04 February 2011,310
03 February 2011,304
02 February 2011,301
01 February 2011,304
31 January 2011,312
28 January 2011,310
27 January 2011,298
26 January 2011,326.5
25 January 2011,331.5
24 January 2011,339.5
21 January 2011,318.5
20 January 2011,316.5
19 January 2011,315.5
18 January 2011,329
17 January 2011,341.5
14 January 2011,313.5
13 January 2011,313.5
12 January 2011,315.13
11 January 2011,323.5
10 January 2011,327
07 January 2011,313
06 January 2011,311.5
05 January 2011,313.5
04 January 2011,322.5
03 January 2011,325.5
31 December 2010,305.5
30 December 2010,306.5
29 December 2010,319.5
28 December 2010,328.5
27 December 2010,342
24 December 2010,340.5
23 December 2010,322.5
22 December 2010,325.5
21 December 2010,333.5
20 December 2010,344.5
17 December 2010,327.5
16 December 2010,326.5
15 December 2010,327.5
14 December 2010,328.5
13 December 2010,351.5
10 December 2010,328.5
09 December 2010,324.5
08 December 2010,328.5
07 December 2010,338.5
06 December 2010,347.5
03 December 2010,326.5
02 December 2010,335
01 December 2010,327
30 November 2010,356.5
29 November 2010,359.5
26 November 2010,332.5
25 November 2010,315.5
24 November 2010,337.5
23 November 2010,336
22 November 2010,327
19 November 2010,311.5
18 November 2010,302.5
17 November 2010,339.5
16 November 2010,349.5
15 November 2010,318.5
12 November 2010,328
11 November 2010,319.5
10 November 2010,328.5
09 November 2010,326.5
08 November 2010,310.5
05 November 2010,309
04 November 2010,309.5
03 November 2010,326.5
02 November 2010,342.5
01 November 2010,326.5
29 October 2010,324
28 October 2010,328.5
27 October 2010,359
26 October 2010,348.5
25 October 2010,361.5
22 October 2010,341.5
21 October 2010,348.5
20 October 2010,339.5
19 October 2010,352.5
18 October 2010,355.5
15 October 2010,328.5
14 October 2010,330.5
13 October 2010,332.5
12 October 2010,346
11 October 2010,356.5
08 October 2010,335.5
07 October 2010,336.5
06 October 2010,335.5
05 October 2010,351.5
04 October 2010,367.5
01 October 2010,341
30 September 2010,342.5
29 September 2010,341.5
28 September 2010,325
27 September 2010,334.5
24 September 2010,339.5
23 September 2010,339.5
22 September 2010,337
21 September 2010,359
20 September 2010,342
17 September 2010,342
16 September 2010,342
15 September 2010,356.5
14 September 2010,366.5
13 September 2010,346
10 September 2010,347
09 September 2010,349
08 September 2010,378
07 September 2010,390.5
06 September 2010,354
03 September 2010,353
02 September 2010,357
01 September 2010,373
31 August 2010,389
30 August 2010,362
27 August 2010,363
26 August 2010,372
25 August 2010,381.5
24 August 2010,397
23 August 2010,406
20 August 2010,422
19 August 2010,384
18 August 2010,381.5
17 August 2010,389.5
16 August 2010,406
13 August 2010,385
12 August 2010,386
11 August 2010,389
10 August 2010,399
09 August 2010,409.5
06 August 2010,409.5
05 August 2010,387.5
04 August 2010,404
03 August 2010,415
02 August 2010,430
30 July 2010,393.5
29 July 2010,389
28 July 2010,403.5
27 July 2010,402
26 July 2010,418.5
23 July 2010,396.5
22 July 2010,395.5
21 July 2010,391.5
20 July 2010,401
19 July 2010,424
16 July 2010,397
15 July 2010,397
14 July 2010,398
13 July 2010,409
12 July 2010,428
09 July 2010,405.5
08 July 2010,402
07 July 2010,417
06 July 2010,439
05 July 2010,459
02 July 2010,414
01 July 2010,416
30 June 2010,416
29 June 2010,424
28 June 2010,395
25 June 2010,397
24 June 2010,393
23 June 2010,408
22 June 2010,426
21 June 2010,394
18 June 2010,396.5
17 June 2010,398
16 June 2010,415
15 June 2010,414
14 June 2010,432
11 June 2010,402
10 June 2010,402
09 June 2010,423
08 June 2010,431
07 June 2010,408
04 June 2010,409
03 June 2010,401
02 June 2010,427
01 June 2010,444
31 May 2010,402
28 May 2010,399
27 May 2010,394
26 May 2010,447
25 May 2010,437
24 May 2010,450
21 May 2010,422
20 May 2010,430
19 May 2010,425
18 May 2010,437
17 May 2010,443
14 May 2010,430
13 May 2010,411
12 May 2010,409.5
11 May 2010,424
10 May 2010,432.5
07 May 2010,419
06 May 2010,425
05 May 2010,416
04 May 2010,421
03 May 2010,427
30 April 2010,394
29 April 2010,394
28 April 2010,362
27 April 2010,376
26 April 2010,370
23 April 2010,389
22 April 2010,388.5
21 April 2010,396
20 April 2010,410
19 April 2010,389
16 April 2010,385
15 April 2010,380
14 April 2010,394
13 April 2010,410
12 April 2010,386
09 April 2010,389.5
08 April 2010,388
07 April 2010,400
06 April 2010,413
05 April 2010,387.5
02 April 2010,387.5
01 April 2010,388
31 March 2010,390
30 March 2010,418
29 March 2010,392
26 March 2010,410
25 March 2010,410
24 March 2010,434
23 March 2010,444
22 March 2010,461
19 March 2010,462
18 March 2010,434
17 March 2010,433
16 March 2010,449
15 March 2010,468
12 March 2010,439
11 March 2010,440
10 March 2010,437
09 March 2010,448
08 March 2010,463
05 March 2010,437.5
04 March 2010,439
03 March 2010,458
02 March 2010,482
01 March 2010,502
26 February 2010,515
25 February 2010,472
24 February 2010,484
23 February 2010,414
22 February 2010,409
19 February 2010,408.5
18 February 2010,424
17 February 2010,411
16 February 2010,417
15 February 2010,425
12 February 2010,424
11 February 2010,420
10 February 2010,426
09 February 2010,422
08 February 2010,426
05 February 2010,424
04 February 2010,421
03 February 2010,410
02 February 2010,407
01 February 2010,408
29 January 2010,412.5
28 January 2010,412
27 January 2010,409
26 January 2010,424
25 January 2010,437
22 January 2010,454
21 January 2010,453
20 January 2010,446
19 January 2010,450
18 January 2010,469
15 January 2010,437
14 January 2010,441
13 January 2010,455
12 January 2010,468
11 January 2010,478
08 January 2010,435
07 January 2010,445
06 January 2010,435
05 January 2010,443
04 January 2010,455
01 January 2010,432
31 December 2009,432
30 December 2009,438
29 December 2009,417
28 December 2009,450
25 December 2009,463
24 December 2009,463
23 December 2009,503
22 December 2009,525
21 December 2009,547
18 December 2009,500
17 December 2009,505
16 December 2009,494
15 December 2009,494
14 December 2009,492
11 December 2009,470
10 December 2009,470
09 December 2009,483
08 December 2009,488
07 December 2009,487.5
04 December 2009,471
03 December 2009,462
02 December 2009,459
01 December 2009,468
30 November 2009,488
27 November 2009,503
26 November 2009,450
25 November 2009,440
24 November 2009,445
23 November 2009,476
20 November 2009,437
19 November 2009,433
18 November 2009,443
17 November 2009,451
16 November 2009,412
13 November 2009,420.5
12 November 2009,434
11 November 2009,428
10 November 2009,441
09 November 2009,444
06 November 2009,418
05 November 2009,426
04 November 2009,441
03 November 2009,470
02 November 2009,442
30 October 2009,439
29 October 2009,433
28 October 2009,461
27 October 2009,462
26 October 2009,474
23 October 2009,435
22 October 2009,444
21 October 2009,428
20 October 2009,439.5
19 October 2009,455
16 October 2009,426.5
15 October 2009,417
14 October 2009,422
13 October 2009,443.5
12 October 2009,452
09 October 2009,425
08 October 2009,425
07 October 2009,432
06 October 2009,442
05 October 2009,461
02 October 2009,441
01 October 2009,447
30 September 2009,441
29 September 2009,452
28 September 2009,424.5
25 September 2009,426
24 September 2009,418
23 September 2009,415
22 September 2009,426.5
21 September 2009,409
18 September 2009,401
17 September 2009,403
16 September 2009,413
15 September 2009,431
14 September 2009,409
11 September 2009,411.25
10 September 2009,424
09 September 2009,449
08 September 2009,460
07 September 2009,432
04 September 2009,440
03 September 2009,441
02 September 2009,464
01 September 2009,481
31 August 2009,449
28 August 2009,448
27 August 2009,452
26 August 2009,470
25 August 2009,486
24 August 2009,504
21 August 2009,472
20 August 2009,492
19 August 2009,487
18 August 2009,504
17 August 2009,520
14 August 2009,478
13 August 2009,473
12 August 2009,503
11 August 2009,524
10 August 2009,536
07 August 2009,530.5
06 August 2009,494
05 August 2009,499
04 August 2009,512
03 August 2009,524
31 July 2009,481
30 July 2009,485
29 July 2009,493
28 July 2009,509
27 July 2009,521
24 July 2009,489
23 July 2009,487
22 July 2009,492
21 July 2009,512
20 July 2009,536
17 July 2009,517
16 July 2009,507
15 July 2009,505
14 July 2009,535
13 July 2009,552
10 July 2009,516
09 July 2009,511
08 July 2009,531
07 July 2009,532
06 July 2009,537
03 July 2009,491
02 July 2009,488
01 July 2009,482
30 June 2009,509
29 June 2009,533
26 June 2009,506
25 June 2009,492
24 June 2009,482
23 June 2009,510
22 June 2009,472
19 June 2009,461
18 June 2009,470
17 June 2009,481
16 June 2009,495
15 June 2009,492
12 June 2009,461
11 June 2009,460
10 June 2009,488
09 June 2009,507
08 June 2009,475
05 June 2009,472
04 June 2009,472
03 June 2009,503
02 June 2009,506
01 June 2009,481
29 May 2009,470
28 May 2009,480
27 May 2009,525
26 May 2009,532
25 May 2009,562
22 May 2009,535
21 May 2009,550
20 May 2009,536
19 May 2009,562.5
18 May 2009,583
15 May 2009,551
14 May 2009,552
13 May 2009,576
12 May 2009,587
11 May 2009,614
08 May 2009,572
07 May 2009,575
06 May 2009,589.5
05 May 2009,603.5
04 May 2009,614
01 May 2009,585
30 April 2009,590
29 April 2009,586
28 April 2009,562
27 April 2009,588
24 April 2009,585
23 April 2009,598
22 April 2009,642.5
21 April 2009,675
20 April 2009,678
17 April 2009,607
16 April 2009,605
15 April 2009,637
14 April 2009,663
13 April 2009,625
10 April 2009,622.5
09 April 2009,625
08 April 2009,633
07 April 2009,688
06 April 2009,664
03 April 2009,667
02 April 2009,664
01 April 2009,718
31 March 2009,756
30 March 2009,794
27 March 2009,715
26 March 2009,729
25 March 2009,761
24 March 2009,770
23 March 2009,786
20 March 2009,745
19 March 2009,752
18 March 2009,769
17 March 2009,867
16 March 2009,885
13 March 2009,835
12 March 2009,842
11 March 2009,902
10 March 2009,935
09 March 2009,985
06 March 2009,986
05 March 2009,890
04 March 2009,864
03 March 2009,903
02 March 2009,939
27 February 2009,820
26 February 2009,803
25 February 2009,809
24 February 2009,712
23 February 2009,738
20 February 2009,747
19 February 2009,753
18 February 2009,757
17 February 2009,757
16 February 2009,740
13 February 2009,738
12 February 2009,727
11 February 2009,745
10 February 2009,768
09 February 2009,756
06 February 2009,750
05 February 2009,769
04 February 2009,792
03 February 2009,782
02 February 2009,793
30 January 2009,811
29 January 2009,812
28 January 2009,791
27 January 2009,826
26 January 2009,869
23 January 2009,913
22 January 2009,908
21 January 2009,931
20 January 2009,1008
19 January 2009,1004
16 January 2009,937
15 January 2009,953
14 January 2009,1002
13 January 2009,1018
12 January 2009,1051
09 January 2009,933
08 January 2009,912
07 January 2009,901
06 January 2009,903
05 January 2009,950
02 January 2009,881
01 January 2009,903
31 December 2008,903
30 December 2008,870
29 December 2008,882
26 December 2008,1010
25 December 2008,1010
24 December 2008,1010
23 December 2008,954
22 December 2008,1165
19 December 2008,1076
18 December 2008,1085
17 December 2008,1072
16 December 2008,1080
15 December 2008,1080
12 December 2008,1060
11 December 2008,906
10 December 2008,889
09 December 2008,905
08 December 2008,899
05 December 2008,836
04 December 2008,848
03 December 2008,850
02 December 2008,915
01 December 2008,950
28 November 2008,883
27 November 2008,908
26 November 2008,980
25 November 2008,934
24 November 2008,980
21 November 2008,1025
20 November 2008,963
19 November 2008,955
18 November 2008,1016
17 November 2008,949
14 November 2008,942
13 November 2008,987
12 November 2008,986
11 November 2008,1005
10 November 2008,905.25
07 November 2008,930
06 November 2008,917
05 November 2008,890
04 November 2008,917.5
03 November 2008,810.5
31 October 2008,820.5
30 October 2008,790.5
29 October 2008,760
28 October 2008,855
27 October 2008,1000
24 October 2008,1069
23 October 2008,1079
22 October 2008,987.5
21 October 2008,905
20 October 2008,875
17 October 2008,804
16 October 2008,820
15 October 2008,680
14 October 2008,671
13 October 2008,687
10 October 2008,656
09 October 2008,636
08 October 2008,667.5
07 October 2008,697
06 October 2008,745
03 October 2008,620
02 October 2008,617
01 October 2008,582
30 September 2008,591
29 September 2008,624
26 September 2008,576
25 September 2008,540
24 September 2008,554.5
23 September 2008,572
22 September 2008,608
19 September 2008,572
18 September 2008,558
17 September 2008,583
16 September 2008,656.5
15 September 2008,632.5
12 September 2008,625
11 September 2008,646.5
10 September 2008,688.5
09 September 2008,685.5
08 September 2008,618
05 September 2008,623
04 September 2008,610
03 September 2008,632
02 September 2008,646.5
01 September 2008,603
29 August 2008,604.5
28 August 2008,607.5
27 August 2008,649.5
26 August 2008,652.5
25 August 2008,669.5
22 August 2008,617
21 August 2008,619.5
20 August 2008,625
19 August 2008,644.5
18 August 2008,664.5
15 August 2008,637.5
14 August 2008,638
13 August 2008,650
12 August 2008,660.5
11 August 2008,678
08 August 2008,633.5
07 August 2008,612.5
06 August 2008,606.5
05 August 2008,620
04 August 2008,621
01 August 2008,589.5
31 July 2008,597.5
30 July 2008,627.5
29 July 2008,561.5
28 July 2008,597.5
25 July 2008,621.5
24 July 2008,627.5
23 July 2008,618.5
22 July 2008,632.5
21 July 2008,658.5
18 July 2008,620.5
17 July 2008,616.5
16 July 2008,619.5
15 July 2008,646.5
14 July 2008,666.5
11 July 2008,620.5
10 July 2008,623.5
09 July 2008,627.5
08 July 2008,649
07 July 2008,677.5
04 July 2008,634.5
03 July 2008,635.5
02 July 2008,635
01 July 2008,668.5
30 June 2008,690
27 June 2008,651.5
26 June 2008,650
25 June 2008,648.5
24 June 2008,678.5
23 June 2008,638.5
20 June 2008,635
19 June 2008,632
18 June 2008,647.5
17 June 2008,668.5
16 June 2008,630
13 June 2008,634.5
12 June 2008,639.5
11 June 2008,679.5
10 June 2008,694.5
09 June 2008,646.5
06 June 2008,641
05 June 2008,632.5
04 June 2008,653
03 June 2008,669.5
02 June 2008,689.5
30 May 2008,611.5
29 May 2008,613.5
28 May 2008,620.5
27 May 2008,645.5
26 May 2008,663.5
23 May 2008,622
22 May 2008,615.5
21 May 2008,615.5
20 May 2008,628.5
19 May 2008,627.5
16 May 2008,583
15 May 2008,586.5
14 May 2008,610.5
13 May 2008,623.5
12 May 2008,641.5
09 May 2008,575
08 May 2008,571.5
07 May 2008,572.5
06 May 2008,592
05 May 2008,626
02 May 2008,591
01 May 2008,586
30 April 2008,579
29 April 2008,572.5
28 April 2008,546.5
25 April 2008,550.5
24 April 2008,538.5
23 April 2008,571.5
22 April 2008,580.5
21 April 2008,542.5
18 April 2008,546.5
17 April 2008,552.5
16 April 2008,585.5
15 April 2008,615.5
14 April 2008,575.5
11 April 2008,566
10 April 2008,564.5
09 April 2008,561
08 April 2008,581.5
07 April 2008,550.5
04 April 2008,550
03 April 2008,548.5
02 April 2008,568
01 April 2008,597.5
31 March 2008,629
28 March 2008,650.5
27 March 2008,568.5
26 March 2008,611.5
25 March 2008,634.5
24 March 2008,655
21 March 2008,654.5
20 March 2008,655
19 March 2008,598.5
18 March 2008,622
17 March 2008,650.5
14 March 2008,584.5
13 March 2008,575.5
12 March 2008,561.5
11 March 2008,571.5
10 March 2008,608
07 March 2008,556
06 March 2008,545
05 March 2008,532.5
04 March 2008,557.5
03 March 2008,571.5
29 February 2008,535
28 February 2008,518.5
27 February 2008,504.5
26 February 2008,475.5
25 February 2008,483.5
22 February 2008,495.5
21 February 2008,497.5
20 February 2008,552.5
19 February 2008,558.5
18 February 2008,487.5
15 February 2008,487.5
14 February 2008,490.5
13 February 2008,527
12 February 2008,495.5
11 February 2008,496.5
08 February 2008,495
07 February 2008,486.5
06 February 2008,519.5
05 February 2008,480.5
04 February 2008,470.5
01 February 2008,473.5
31 January 2008,477.5
30 January 2008,501.5
29 January 2008,452.5
28 January 2008,471.5
25 January 2008,467
24 January 2008,468.5
23 January 2008,479.5
22 January 2008,493.5
21 January 2008,488.5
18 January 2008,445.5
17 January 2008,443.5
16 January 2008,445.5
15 January 2008,451.5
14 January 2008,459
11 January 2008,413
10 January 2008,407.5
09 January 2008,404.5
08 January 2008,414.5
07 January 2008,426.5
04 January 2008,387.5
03 January 2008,382
02 January 2008,380.5
01 January 2008,390
31 December 2007,390
28 December 2007,405
27 December 2007,385
26 December 2007,396.5
25 December 2007,404.5
24 December 2007,404.5
21 December 2007,415
20 December 2007,404.5
19 December 2007,417
18 December 2007,410.5
17 December 2007,419.5
14 December 2007,417.5
13 December 2007,374.5
12 December 2007,365
11 December 2007,376
10 December 2007,380.5
07 December 2007,360
06 December 2007,358.5
05 December 2007,360
04 December 2007,376.5
03 December 2007,393.5
30 November 2007,355
29 November 2007,359.5
28 November 2007,362.5
27 November 2007,379.5
26 November 2007,352
23 November 2007,341
22 November 2007,350
21 November 2007,350
20 November 2007,340
19 November 2007,323.5
16 November 2007,323.5
15 November 2007,329
14 November 2007,351.5
13 November 2007,360.5
12 November 2007,333.5
09 November 2007,314.5
08 November 2007,308
07 November 2007,316
06 November 2007,324.5
05 November 2007,309
02 November 2007,312
01 November 2007,310
31 October 2007,314.5
30 October 2007,322.5
29 October 2007,300
26 October 2007,305.5
25 October 2007,309.5
24 October 2007,315
23 October 2007,332
22 October 2007,347
19 October 2007,315.5
18 October 2007,326.5
17 October 2007,313
16 October 2007,325
15 October 2007,334
12 October 2007,310
11 October 2007,308
10 October 2007,308
09 October 2007,322
08 October 2007,331
05 October 2007,300.5
04 October 2007,305
03 October 2007,302
02 October 2007,319
01 October 2007,319
28 September 2007,300.5
27 September 2007,301.5
26 September 2007,327
25 September 2007,315
24 September 2007,293
21 September 2007,294
20 September 2007,298
19 September 2007,310
18 September 2007,318
17 September 2007,293
14 September 2007,290.5
13 September 2007,281
12 September 2007,281
11 September 2007,287
10 September 2007,270
07 September 2007,265.5
06 September 2007,265
05 September 2007,296
04 September 2007,311
03 September 2007,282.5
31 August 2007,282.5
30 August 2007,279
29 August 2007,276
28 August 2007,289.5
27 August 2007,303
24 August 2007,310
23 August 2007,307
22 August 2007,317.5
21 August 2007,338.5
20 August 2007,353
17 August 2007,325.5
16 August 2007,310
15 August 2007,300
14 August 2007,312
13 August 2007,320
10 August 2007,306.5
09 August 2007,283.5
08 August 2007,285
07 August 2007,292
06 August 2007,333
03 August 2007,310.5
02 August 2007,310
01 August 2007,326
31 July 2007,320
30 July 2007,330
27 July 2007,299.5
26 July 2007,287
25 July 2007,276
24 July 2007,281
23 July 2007,298.5
20 July 2007,281.5
19 July 2007,280
18 July 2007,281
17 July 2007,285
16 July 2007,289
13 July 2007,273
12 July 2007,272
11 July 2007,272
10 July 2007,283
09 July 2007,290
06 July 2007,273
05 July 2007,277
04 July 2007,265
03 July 2007,270
02 July 2007,272
29 June 2007,268
28 June 2007,273
27 June 2007,285
26 June 2007,282
25 June 2007,264
22 June 2007,261.5
21 June 2007,264
20 June 2007,270
19 June 2007,270.5
18 June 2007,255
15 June 2007,255.5
14 June 2007,258
13 June 2007,266.5
12 June 2007,269
11 June 2007,250
08 June 2007,251.5
07 June 2007,243
06 June 2007,252
05 June 2007,255
04 June 2007,240.5
01 June 2007,240.5
31 May 2007,246
30 May 2007,242
29 May 2007,222
28 May 2007,230
25 May 2007,237
24 May 2007,239
23 May 2007,235
22 May 2007,241
21 May 2007,245
18 May 2007,226
17 May 2007,224
16 May 2007,227
15 May 2007,235
14 May 2007,242
11 May 2007,230
10 May 2007,223
09 May 2007,221
08 May 2007,225
07 May 2007,234
04 May 2007,219
03 May 2007,222
02 May 2007,226
01 May 2007,237
30 April 2007,237
27 April 2007,240.5
26 April 2007,239
25 April 2007,227
24 April 2007,243
23 April 2007,220
20 April 2007,218.5
19 April 2007,223
18 April 2007,220
17 April 2007,231
16 April 2007,221
13 April 2007,223
12 April 2007,225
11 April 2007,234
10 April 2007,240
09 April 2007,225
06 April 2007,224
05 April 2007,225
04 April 2007,225
03 April 2007,244
02 April 2007,230
30 March 2007,230
29 March 2007,231
28 March 2007,240
27 March 2007,252
26 March 2007,257
23 March 2007,262.5
22 March 2007,243
21 March 2007,245
20 March 2007,245
19 March 2007,255
16 March 2007,245.5
15 March 2007,243
14 March 2007,245
13 March 2007,250
12 March 2007,256
09 March 2007,238.5
08 March 2007,241.5
07 March 2007,245
06 March 2007,254.5
05 March 2007,265
02 March 2007,265
01 March 2007,238
28 February 2007,238.5
27 February 2007,245.5
26 February 2007,227.5
23 February 2007,209.5
22 February 2007,210.5
21 February 2007,208.5
20 February 2007,209
19 February 2007,216.5
16 February 2007,211.5
15 February 2007,212
14 February 2007,222
13 February 2007,223
12 February 2007,217.5
09 February 2007,212.5
08 February 2007,213
07 February 2007,211.5
06 February 2007,213.5
05 February 2007,215.5
02 February 2007,212.5
01 February 2007,213.5
31 January 2007,213.5
30 January 2007,214.5
29 January 2007,218.5
26 January 2007,224.5
25 January 2007,229
24 January 2007,232.5
23 January 2007,239.5
22 January 2007,253
19 January 2007,234
18 January 2007,232.5
17 January 2007,241.5
16 January 2007,252
15 January 2007,256
12 January 2007,231
11 January 2007,231.5
10 January 2007,231.5
09 January 2007,243.5
08 January 2007,249
05 January 2007,234
04 January 2007,229.5
03 January 2007,225
02 January 2007,233
01 January 2007,219.5
29 December 2006,252.5
28 December 2006,230
27 December 2006,247
26 December 2006,240.5
25 December 2006,219.5
22 December 2006,239
21 December 2006,247
20 December 2006,224.5
19 December 2006,238
18 December 2006,242.5
15 December 2006,225.5
14 December 2006,224
13 December 2006,240
12 December 2006,238
11 December 2006,245.5
08 December 2006,225.5
07 December 2006,222
06 December 2006,224.5
05 December 2006,229.5
04 December 2006,241
01 December 2006,226
30 November 2006,226
29 November 2006,224.5
28 November 2006,199.5
27 November 2006,203.5
24 November 2006,219.5
23 November 2006,198
22 November 2006,220
21 November 2006,215.5
20 November 2006,191.5
17 November 2006,192.5
16 November 2006,187.5
15 November 2006,197.5
14 November 2006,204.5
13 November 2006,190.5
10 November 2006,188.5
09 November 2006,185.5
08 November 2006,193.5
07 November 2006,196.5
06 November 2006,187.5
03 November 2006,186.5
02 November 2006,190.5
01 November 2006,196
31 October 2006,203.5
30 October 2006,196
27 October 2006,193.5
26 October 2006,201.5
25 October 2006,206
24 October 2006,214.5
23 October 2006,218
20 October 2006,201
19 October 2006,211.5
18 October 2006,206.5
17 October 2006,208
16 October 2006,213
13 October 2006,205
12 October 2006,205
11 October 2006,219
10 October 2006,230
09 October 2006,236.5
06 October 2006,224.5
05 October 2006,225
04 October 2006,223.5
03 October 2006,225
02 October 2006,215
29 September 2006,201.5
28 September 2006,197
27 September 2006,204
26 September 2006,197.5
25 September 2006,178
22 September 2006,179.5
21 September 2006,175
20 September 2006,177
19 September 2006,182
18 September 2006,168.5
15 September 2006,170.5
14 September 2006,169
13 September 2006,172
12 September 2006,170.5
11 September 2006,162.5
08 September 2006,159.5
07 September 2006,157
06 September 2006,163
05 September 2006,167
04 September 2006,154
01 September 2006,155
31 August 2006,152
30 August 2006,160
29 August 2006,157
28 August 2006,162
25 August 2006,165
24 August 2006,162
23 August 2006,162
22 August 2006,167
21 August 2006,172
18 August 2006,159.5
17 August 2006,147
16 August 2006,158
15 August 2006,158
14 August 2006,160
11 August 2006,148
10 August 2006,156
09 August 2006,159
08 August 2006,156
07 August 2006,159
04 August 2006,151
03 August 2006,166
02 August 2006,178
01 August 2006,178
31 July 2006,176
28 July 2006,164.5
27 July 2006,156
26 July 2006,156
25 July 2006,159
24 July 2006,164
21 July 2006,152
20 July 2006,156
19 July 2006,160
18 July 2006,163
17 July 2006,164
14 July 2006,151
13 July 2006,148
12 July 2006,144
11 July 2006,151
10 July 2006,156
07 July 2006,145.5
06 July 2006,156
05 July 2006,147
04 July 2006,147
03 July 2006,151
30 June 2006,154
29 June 2006,148
28 June 2006,150
27 June 2006,155
26 June 2006,155
23 June 2006,158.5
22 June 2006,142
21 June 2006,136
20 June 2006,136
19 June 2006,125
16 June 2006,128.5
15 June 2006,128.5
14 June 2006,115.5
13 June 2006,125
12 June 2006,125
09 June 2006,127
08 June 2006,130
07 June 2006,123
06 June 2006,125
05 June 2006,111.5
02 June 2006,111.5
01 June 2006,122
31 May 2006,127
30 May 2006,115
29 May 2006,111
26 May 2006,117.5
25 May 2006,120
24 May 2006,123
23 May 2006,125
22 May 2006,123
19 May 2006,113.5
18 May 2006,110
17 May 2006,110
16 May 2006,112.5
15 May 2006,108
12 May 2006,115.5
11 May 2006,108
10 May 2006,108
09 May 2006,108
08 May 2006,108
05 May 2006,105.5
04 May 2006,107.5
03 May 2006,108.5
